product_id,name,size,category,price,image,timestamp,quantity,created_at,description,weight,width,height,length
289f76d7-1b80-46f9-8ca5-b127750ea36e,testr,GG,Cropped,0.5,https://res.cloudinary.com/dkv36tk2k/image/upload/v1771550327/shopnaw_products/shirt_7680dc53-7f0b-464c-bd2f-93357a5d81d7.png,2026-02-20 01:18:49.064+00,0,2026-02-20 01:18:49.084114,"",0.300,11,2,16
f220af5e-cf1b-46df-9d11-4454c9cf2341,T-shirt ,M,Muscle,45.00,https://res.cloudinary.com/dkv36tk2k/image/upload/v1770515306/shopnaw_products/IMG3495_995fe1a1-9279-42c7-b4db-ab41dc427a49.jpg,2026-02-08 04:54:48.144371+00,1,2026-02-08 01:48:26.702108,"",0.250,30,50,2
a0016c8a-f2ed-48ab-b4ba-2e99fad5f035,T-shirt ,M,Muscle,45.00,https://res.cloudinary.com/dkv36tk2k/image/upload/v1770515350/shopnaw_products/IMG3496_3d384474-e25d-4026-9cfb-6b5aededd18b.jpg,2026-02-08 04:54:48.144371+00,1,2026-02-08 01:49:11.154334,"",0.250,30,50,2
5ed73711-b810-4157-bc87-19f3a86cd905,T-shirt ,M,Tradicional ,45.00,https://res.cloudinary.com/dkv36tk2k/image/upload/v1770515718/shopnaw_products/IMG3499_61bfd388-db10-42e8-abbb-4f5e67c1f0d9.jpg,2026-02-08 04:54:48.144371+00,1,2026-02-08 01:55:19.251479,"",0.250,30,50,2
db8249ff-a40e-4cae-a130-b4d306da298e,T-shirt,M,Tradicional ,45.00,https://res.cloudinary.com/dkv36tk2k/image/upload/v1770515880/shopnaw_products/IMG3503_f9ee9084-c955-419a-bf93-96ac524dbfc4.jpg,2026-02-08 04:54:48.144371+00,1,2026-02-08 01:58:00.465835,"",0.250,30,50,2
a8933cfa-b149-4044-a8b4-a8c50a1379a8,T-shirt,M,Tradicional ,45.00,https://res.cloudinary.com/dkv36tk2k/image/upload/v1770515756/shopnaw_products/IMG3500_6023aac4-8551-4279-b0bd-877024c605d0.jpg,2026-02-08 04:54:48.144371+00,1,2026-02-08 01:55:57.026015,"",0.250,30,50,2
365a355b-f809-4bd7-a958-0ed56243be0c,T-shirt ,M,Tradicional ,45.00,https://res.cloudinary.com/dkv36tk2k/image/upload/v1770515921/shopnaw_products/IMG3504_7652c361-0e84-4836-8e63-58ff40d44487.jpg,2026-02-08 04:54:48.144371+00,1,2026-02-08 01:58:42.372335,"",0.250,30,50,2
cb531e20-e1ec-418a-a32e-c26b909326ca,T-shirt ,M,Tradicional ,45.00,https://res.cloudinary.com/dkv36tk2k/image/upload/v1770516481/shopnaw_products/IMG3506_88494432-ba72-4db9-b452-5d6d127fc75f.jpg,2026-02-08 04:54:48.144371+00,1,2026-02-08 02:08:02.471362,"",0.250,30,50,2
b3b93478-8ee1-4558-b353-96f15cd53ed6,T-shirt ,M,Tradicional ,45.00,https://res.cloudinary.com/dkv36tk2k/image/upload/v1770516526/shopnaw_products/IMG3507_8fa7d948-3799-43d3-a0a3-6c6ba01d8174.jpg,2026-02-08 04:54:48.144371+00,1,2026-02-08 02:08:47.630329,"",0.250,30,50,2
13b61cd3-92bc-492d-91dd-40c5d9a191b3,T-shirt ,G,Regata,45,https://res.cloudinary.com/dkv36tk2k/image/upload/v1771388080/shopnaw_products/IMG4162_27eef3ae-7a2f-45a3-8c8a-9020dd307f19.jpg,2026-02-08 04:54:48.144371+00,1,2026-02-18 04:14:41.147921,"",0.300,11,2,16
8533bbe0-3abf-4524-93b0-b73058a6c84e,T-shirt,M,Tradicional ,45,https://res.cloudinary.com/dkv36tk2k/image/upload/v1770516546/shopnaw_products/WhatsAppImage20260207at23_63a0b40a-9b7a-4254-9d6c-28bca34cc6af.jpg,2026-02-08 04:54:48.144371+00,2,2026-02-08 02:09:07.215379,"",0.250,30,50,2
2c9716a7-c75a-48d0-88ed-9550950bcf7b,T-shirt ,M,Tradicional ,45.00,https://res.cloudinary.com/dkv36tk2k/image/upload/v1770516678/shopnaw_products/IMG3508_165f4ac3-1c8b-405d-9ad3-d9313f83c0c9.jpg,2026-02-08 04:54:48.144371+00,1,2026-02-08 02:11:19.091921,"",0.250,30,50,2
092925c6-1d40-4876-b85a-b066a3d18bf2,T-shirt,M,Tradicional ,45.00,https://res.cloudinary.com/dkv36tk2k/image/upload/v1770516718/shopnaw_products/IMG3509_a779ad8a-352e-436c-b9e5-fddb2fa16540.jpg,2026-02-08 04:54:48.144371+00,1,2026-02-08 02:11:59.451658,"",0.250,30,50,2
a79d19c1-ab34-44cc-852a-305e4884cd81,T-shirt ,M,Tradicional ,45,https://res.cloudinary.com/dkv36tk2k/image/upload/v1770516782/shopnaw_products/IMG3510_ae643bb4-1365-4f38-b89e-95b460282011.jpg,2026-02-08 04:54:48.144371+00,1,2026-02-08 02:13:03.133156,"",0.250,30,50,2
919354d2-3e33-4367-8ff8-fbd9d37c50aa,T-shirt,M,Tradicional ,45,https://res.cloudinary.com/dkv36tk2k/image/upload/v1770516857/shopnaw_products/IMG3512_8325c0b8-0fc9-466e-aa93-5f06378b322f.jpg,2026-02-08 04:54:48.144371+00,1,2026-02-08 02:14:17.92809,"",0.250,30,50,2
991c4d3a-a547-4e12-8aff-51115eaf7dab,T-shirt ,M,Tradicional ,45,https://res.cloudinary.com/dkv36tk2k/image/upload/v1770516908/shopnaw_products/IMG3513_f0f9d157-2edc-4da8-9780-875c64eaeccc.jpg,2026-02-08 04:54:48.144371+00,1,2026-02-08 02:15:08.653508,"",0.250,30,50,2
52ddec41-cd48-4758-830a-bf3064bdd190,T-shirt ,M,Regata,45,https://res.cloudinary.com/dkv36tk2k/image/upload/v1770517036/shopnaw_products/IMG3519_0044e605-bdb4-468b-91a1-21319ac5b49e.jpg,2026-02-08 04:54:48.144371+00,1,2026-02-08 02:17:16.543988,"",0.250,30,50,2
a994a3d2-2c91-4feb-a1ff-c32143250af1,T-shirt ,M,Regata,45,https://res.cloudinary.com/dkv36tk2k/image/upload/v1770517063/shopnaw_products/IMG3518_2dcf7bb1-e13e-42e2-b93c-fdd336bbf4f8.jpg,2026-02-08 04:54:48.144371+00,1,2026-02-08 02:17:44.383228,"",0.250,30,50,2
d9abc501-7803-4220-8b9f-5c5d1b328b52,T-shirt ,M,Tradicional ,45.00,https://res.cloudinary.com/dkv36tk2k/image/upload/v1770515627/shopnaw_products/IMG3497_bc3ec448-692c-4985-82a9-cf5ee09a5486.jpg,2026-02-08 04:54:48.144371+00,1,2026-02-08 01:53:47.830414,"",0.250,11,2,16
b1fa6f0a-492f-4571-8928-30f2598dfafd,T-shirt ,M,Tradicional ,45.00,https://res.cloudinary.com/dkv36tk2k/image/upload/v1770515674/shopnaw_products/IMG3498_b2a280b1-8b49-4610-8242-dd18164856cc.jpg,2026-02-08 04:54:48.144371+00,1,2026-02-08 01:54:34.747267,"",0.250,11,2,16
95d897a6-d849-4be1-bb3d-5239ab4aa605,T-shirt ,M,Tradicional ,45,https://res.cloudinary.com/dkv36tk2k/image/upload/v1770750971/shopnaw_products/IMG3562_9f1038b1-5f39-4926-a8fa-88d92fb29581.jpg,2026-02-08 04:54:48.144371+00,1,2026-02-10 19:16:13.234471,"",0.300,11,2,16
aa647bf9-35f1-4e88-ad32-64299568b8f2,T-shirt ,G,Regata,45,https://res.cloudinary.com/dkv36tk2k/image/upload/v1770751238/shopnaw_products/IMG3902_34b38f0f-8370-46d5-af2d-eb30ac4e64be.jpg,2026-02-08 04:54:48.144371+00,1,2026-02-10 19:20:39.285944,"",0.300,11,2,16
4b9945fd-f1f4-49be-bdd6-a872e5e727b6,T-shirt ,M,Tradicional ,45,https://res.cloudinary.com/dkv36tk2k/image/upload/v1770751356/shopnaw_products/IMG3860_5a4e0908-46a6-454a-b48f-ce6e92ba555a.jpg,2026-02-08 04:54:48.144371+00,1,2026-02-10 19:22:36.913442,"",0.300,11,2,16
988fe6c3-612d-45ea-a8f5-1133c05245fe,T-shirt ,G,Tradicional ,45,https://res.cloudinary.com/dkv36tk2k/image/upload/v1770751824/shopnaw_products/IMG3790_9af7b360-023d-40a0-80b9-908ce949a2e9.jpg,2026-02-08 04:54:48.144371+00,1,2026-02-10 19:30:25.529967,"",0.300,11,2,16
40dbb9ce-458c-4206-9a8f-37018004f084,T-shirt ,M,Regata,45,https://res.cloudinary.com/dkv36tk2k/image/upload/v1771386754/shopnaw_products/IMG4128_bee07983-01cf-4dad-8240-a77cf82f1454.jpg,2026-02-08 04:54:48.144371+00,1,2026-02-18 03:52:34.761158,"",0.300,11,2,16
665fa4cc-9b54-4730-bee5-05f3e242f1f3,T-shirt ,M,Regata,45,https://res.cloudinary.com/dkv36tk2k/image/upload/v1771386791/shopnaw_products/IMG4127_ff24a459-f02a-4139-841d-39e2f9e40bf1.jpg,2026-02-08 04:54:48.144371+00,1,2026-02-18 03:53:12.750227,"",0.300,11,2,16
7a178557-afe6-4539-812c-eb48ff94db3c,T-shirt,M,Gola alta,45,https://res.cloudinary.com/dkv36tk2k/image/upload/v1771386803/shopnaw_products/1000140250_b0f335cc-258f-4fa5-845f-1af92e531d61.jpg,2026-02-08 04:54:48.144371+00,1,2026-02-18 03:53:24.230759,"",0.300,11,2,16
76088f4f-cb50-49a4-8131-f6b7777449e2,T-shirt ,M,Gola alta,45,https://res.cloudinary.com/dkv36tk2k/image/upload/v1771386833/shopnaw_products/1000140247_a741121a-1238-4fe4-8cc4-1f5864fea187.jpg,2026-02-08 04:54:48.144371+00,1,2026-02-18 03:53:54.068346,"",0.300,11,2,16
12d59b88-27e3-449e-b191-7e6d3ce8d12a,T-shirt ,M,Gola alta,45,https://res.cloudinary.com/dkv36tk2k/image/upload/v1771386860/shopnaw_products/1000140261_05503636-93b8-413c-8514-e225cd38a43c.jpg,2026-02-08 04:54:48.144371+00,1,2026-02-18 03:54:21.201336,"",0.300,11,2,16
6bbc84e0-c580-469c-9ea6-6aea9e78c6ec,T-shirt ,M,Gola alta,45,https://res.cloudinary.com/dkv36tk2k/image/upload/v1771386886/shopnaw_products/1000140251_2b2239db-5807-47ec-86e6-134f7fcadc4a.jpg,2026-02-08 04:54:48.144371+00,1,2026-02-18 03:54:46.802953,"",0.300,11,2,16
